FCU OAD Fault/diagnostic message,Timestamp
{'Fault_status': 0},2018-01-01T00:00:00+00:00
{'Fault_status': 0},2018-01-01T00:01:00+00:00
{'Fault_status': 0},2018-01-01T00:02:00+00:00
{'Fault_status': 0},2018-01-01T00:03:00+00:00
{'Fault_status': 0},2018-01-01T00:04:00+00:00
{'Fault_status': 0},2018-01-01T00:05:00+00:00
{'Fault_status': 0},2018-01-01T00:06:00+00:00
{'Fault_status': 0},2018-01-01T00:07:00+00:00
{'Fault_status': 0},2018-01-01T00:08:00+00:00
{'Fault_status': 0},2018-01-01T00:09:00+00:00
FCU OAD Fault/diagnostic message,Timestamp
{'Fault_status': 0},2018-01-01T00:00:00+00:00
